"Identifiant du Tweet","Permalien du Tweet","Texte du Tweet","heure","impressions","engagements","taux d’engagement","Retweets","réponses","J'aime","clics sur le profil de l'utilisateur","clics sur l'URL","clics sur le hashtag","ouvertures des détails","clics sur le permalien","ouvertures d'application","installations de l'application","abonnements ","envoyer le Tweet par email","composer le numéro","vues du média","engagements avec le média","impressions sponsorisé","engagements sponsorisé","taux d’engagement sponsorisé","Retweets sponsorisé","réponses sponsorisé","J'aime sponsorisé","clics sur le profil de l'utilisateur sponsorisé","clics sur l'URL sponsorisé","clics sur le hashtag sponsorisé","ouvertures des détails sponsorisé","clics sur le permalien sponsorisé","ouvertures d'application sponsorisé","installations de l'application sponsorisé","abonnements  sponsorisé","envoyer le Tweet par email sponsorisé","composer le numéro sponsorisé","vues du média sponsorisé","engagements avec le média sponsorisé"
"826473943338987520","https://twitter.com/DataBzh/status/826473943338987520","List of #RStats conferences and user groups : https://t.co/GNn0XGRIPy","2017-01-31 16:55 +0000","298.0","3.0","0.010067114093959731","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"826464239103705088","https://twitter.com/DataBzh/status/826464239103705088","#Sirene #Opendata — Les entreprises en #Bretagne administrative : https://t.co/eKZA9OENgB https://t.co/2K0BzWQ0pE","2017-01-31 16:16 +0000","748.0","9.0","0.012032085561497326","2.0","0.0","0.0","0.0","2.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"826431149857710081","https://twitter.com/DataBzh/status/826431149857710081","#DataCience — Comment garantir le succès d’un projet d’analyse prédictive :  https://t.co/B06UiEFtvG via @Informatica &amp; @Decideo","2017-01-31 14:05 +0000","287.0","1.0","0.003484320557491289","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"826385847318638592","https://twitter.com/DataBzh/status/826385847318638592","Journey Science: Combining 18 #Data Sources + 1 Billion Interactions to take #UX to The Next Level - https://t.co/7Ir63XQjml","2017-01-31 11:05 +0000","256.0","3.0","0.01171875","0.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"826341834616143872","https://twitter.com/DataBzh/status/826341834616143872","#DataScience : Changeons de Mode ! https://t.co/SQL1TrOXRC","2017-01-31 08:10 +0000","229.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"826321641491820545","https://twitter.com/DataBzh/status/826321641491820545","How Important is #BigData in Recruiting? by @audgepauge93 : https://t.co/HCArU540e5 #BigData","2017-01-31 06:50 +0000","182.0","1.0","0.005494505494505495","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"826230859908968449","https://twitter.com/DataBzh/status/826230859908968449","#RStats — R Weekly 2017 Issue 5 https://t.co/B7rWRrl2nq","2017-01-31 00:49 +0000","216.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"826221720151408640","https://twitter.com/DataBzh/status/826221720151408640","Archive — L'enseignement en Bretagne — Volet 1 https://t.co/Q9AoUKpIPd #territoire","2017-01-31 00:13 +0000","199.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"826110303444180994","https://twitter.com/DataBzh/status/826110303444180994","#RStats — Exploring World Gender Statistics with #RShiny : https://t.co/8jVfOiWjdu","2017-01-30 16:50 +0000","297.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"826068760599597057","https://twitter.com/DataBzh/status/826068760599597057","#DataAnalysis — Analysing Inauguration speeches with #RStats : https://t.co/FZTHhVN6eF","2017-01-30 14:05 +0000","314.0","6.0","0.01910828025477707","0.0","0.0","2.0","0.0","1.0","1.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"826024702858686466","https://twitter.com/DataBzh/status/826024702858686466","#RStats — #VersionControl, File Sharing, and Collaboration Using #GitHub and #RStudio : https://t.co/5rE7kVagsG","2017-01-30 11:10 +0000","304.0","3.0","0.009868421052631578","0.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"826010150876102657","https://twitter.com/DataBzh/status/826010150876102657","Data Bzh sur Twitter — Novembre 2016 https://t.co/wztKVZWSOO","2017-01-30 10:12 +0000","258.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"826010133578805248","https://twitter.com/DataBzh/status/826010133578805248","Data Bzh sur Twitter — Décembre 2016 https://t.co/wrB1EuvOtc","2017-01-30 10:12 +0000","288.0","2.0","0.006944444444444444","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
