"Identifiant du Tweet","Permalien du Tweet","Texte du Tweet","heure","impressions","engagements","taux d’engagement","Retweets","réponses","J'aime","clics sur le profil de l'utilisateur","clics sur l'URL","clics sur le hashtag","ouvertures des détails","clics sur le permalien","ouvertures d'application","installations de l'application","abonnements ","envoyer le Tweet par email","composer le numéro","vues du média","engagements avec le média","impressions sponsorisé","engagements sponsorisé","taux d’engagement sponsorisé","Retweets sponsorisé","réponses sponsorisé","J'aime sponsorisé","clics sur le profil de l'utilisateur sponsorisé","clics sur l'URL sponsorisé","clics sur le hashtag sponsorisé","ouvertures des détails sponsorisé","clics sur le permalien sponsorisé","ouvertures d'application sponsorisé","installations de l'application sponsorisé","abonnements  sponsorisé","envoyer le Tweet par email sponsorisé","composer le numéro sponsorisé","vues du média sponsorisé","engagements avec le média sponsorisé"
"847837215912800256","https://twitter.com/DataBzh/status/847837215912800256","#DataScience — ""5 Excel Add Ins Every Data Scientist Should Install"" : https://t.co/PJyi4p9Uqt","2017-03-31 15:45 +0000","174.0","2.0","0.011494252873563218","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"847795798142308352","https://twitter.com/DataBzh/status/847795798142308352","Becoming a #machinelearning engineer : https://t.co/lWPbRyip4A","2017-03-31 13:00 +0000","212.0","1.0","0.0047169811320754715","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"847759640679112704","https://twitter.com/DataBzh/status/847759640679112704","[Archive] #Datasnack #24 — Prix de l'immobilier à Vannes 2007-2016 https://t.co/cTHSR5WLI1","2017-03-31 10:37 +0000","240.0","1.0","0.004166666666666667","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"847750439676198912","https://twitter.com/DataBzh/status/847750439676198912","RT @fadouce: 4 emplois créés après la #data revolution! #DataScientists #DataAnalytics #Bigdata #DataScience https://t.co/5R6EG9S7Fc","2017-03-31 10:00 +0000","360.0","6.0","0.016666666666666666","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"847728947684982784","https://twitter.com/DataBzh/status/847728947684982784","Et pour un zoom sur la #Bretagne : https://t.co/53kYMO4WNk https://t.co/qmM6kURwAv","2017-03-31 08:35 +0000","1106.0","12.0","0.0108499095840868","3.0","0.0","2.0","0.0","5.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"847703776169345024","https://twitter.com/DataBzh/status/847703776169345024","#DataScience from Scratch: First Principles with #Python : https://t.co/X9uo3IA13e","2017-03-31 06:55 +0000","178.0","1.0","0.0056179775280898875","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"847435796852350976","https://twitter.com/DataBzh/status/847435796852350976","#BigData — Déployer #Hadoop, un véritable calvaire selon les experts : https://t.co/96ecMxr1QP","2017-03-30 13:10 +0000","379.0","5.0","0.013192612137203167","2.0","0.0","0.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"847418420207337475","https://twitter.com/DataBzh/status/847418420207337475","Datasnack #53 – Impôt de solidarité sur la fortune en Bretagne https://t.co/TRPbHppSba https://t.co/NC8xDteMuC","2017-03-30 12:01 +0000","240.0","1.0","0.004166666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"847390474625138689","https://twitter.com/DataBzh/status/847390474625138689","#DataViz — Why Your Brain Needs Data Visualization : https://t.co/n3ClAnEFnr","2017-03-30 10:10 +0000","426.0","6.0","0.014084507042253521","3.0","0.0","0.0","0.0","2.0","1.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"847382100277841920","https://twitter.com/DataBzh/status/847382100277841920","[Archive] Premiers pas en text-mining avec R – Partie 3 https://t.co/jjBuJqNTbQ #blog","2017-03-30 09:36 +0000","315.0","8.0","0.025396825396825397","3.0","0.0","1.0","0.0","2.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
