"";"name";"codeInsee";"codeDepartement";"codeRegion";"population";"surface";"lat";"long"
"168";"Plélan-le-Petit";"22180";"22";"53";1836;2181;48,4237788477367;-2,21961365001777
"169";"Plélauff";"22181";"22";"53";688;2588;48,1920970209901;-3,21353046349882
"170";"Plélo";"22182";"22";"53";3301;4460;48,5549631212619;-2,93264523981226
"171";"Plémy";"22184";"22";"53";1576;4002;48,3405043611562;-2,67423311796389
"172";"Plénée-Jugon";"22185";"22";"53";2423;6244;48,3584983205569;-2,40661332591363
"173";"Pléneuf-Val-André";"22186";"22";"53";4031;1785;48,5985371461646;-2,55451232199019
"174";"Plérin";"22187";"22";"53";14394;2765;48,5418476899156;-2,78224268448975
"175";"Plerneuf";"22188";"22";"53";1016;853;48,504533302898;-2,87934675902799
"176";"Plésidy";"22189";"22";"53";621;2625;48,4400419104672;-3,12985013335489
"177";"Pleslin-Trigavou";"22190";"22";"53";3419;2197;48,5233591271058;-2,07111053482799
"178";"Plessix-Balisson";"22192";"22";"53";89;8;48,5384048918458;-2,14243707279346
"179";"Plestan";"22193";"22";"53";1537;3332;48,4158352825427;-2,42615287460548
"180";"Plestin-les-Grèves";"22194";"22";"53";3640;3463;48,6479589394567;-3,62120595006203
"181";"Pleubian";"22195";"22";"53";2447;2039;48,8566928613526;-3,11198749234609
"182";"Pleudaniel";"22196";"22";"53";925;1837;48,7621267952182;-3,15256342220896
"183";"Pleudihen-sur-Rance";"22197";"22";"53";2801;2530;48,5170358144997;-1,94959433756841
"184";"Pleumeur-Bodou";"22198";"22";"53";3983;2757;48,7983174481801;-3,54618881176481
"185";"Pleumeur-Gautier";"22199";"22";"53";1227;1929;48,8005181138187;-3,148516933371
"186";"Pléven";"22200";"22";"53";572;980;48,4902098347784;-2,31998172799344
"187";"Plévenon";"22201";"22";"53";757;1444;48,664564108225;-2,31869201810526
"188";"Plévin";"22202";"22";"53";784;2766;48,2272716816176;-3,51556710519598
"189";"Ploëzal";"22204";"22";"53";1272;2648;48,7190794506438;-3,18230795087057
"190";"Plorec-sur-Arguenon";"22205";"22";"53";404;1385;48,4651485961823;-2,30381046857169
"191";"Plouagat";"22206";"22";"53";2723;3230;48,5380238181233;-2,9825198506589
"192";"Plouaret";"22207";"22";"53";2164;3067;48,6147951704772;-3,4865098923706
"193";"Plouasne";"22208";"22";"53";1646;3451;48,3123476907564;-2,01607474674197
"194";"Ploubalay";"22209";"22";"53";3014;3593;48,5628865552631;-2,12488635129925
"195";"Ploubazlanec";"22210";"22";"53";3057;1544;48,8073896470319;-3,03025337443607
"196";"Ploubezre";"22211";"22";"53";3608;3108;48,6855583779029;-3,45616910895811
"197";"Plouëc-du-Trieux";"22212";"22";"53";1116;1860;48,67290979921;-3,19518570453737
"198";"Plouër-sur-Rance";"22213";"22";"53";3409;2040;48,5255615380319;-2,00362262491865
"199";"Plouézec";"22214";"22";"53";3259;2855;48,7490746279087;-2,97049789366584
"200";"Ploufragan";"22215";"22";"53";11569;2688;48,4885155207454;-2,80363795197143
"201";"Plougonver";"22216";"22";"53";737;3638;48,4867720571477;-3,3734395635039
"202";"Plougras";"22217";"22";"53";422;2707;48,5062750753601;-3,5595011953284
"203";"Plougrescant";"22218";"22";"53";1252;1660;48,8535153076028;-3,22398933243516
"204";"Plouguenast";"22219";"22";"53";1878;3508;48,2796611609279;-2,71460719098386
"205";"Plouguernével";"22220";"22";"53";1742;4189;48,239440156916;-3,24301789576716
"206";"Plouguiel";"22221";"22";"53";1792;1964;48,8017719907535;-3,24635021990224
"207";"Plouha";"22222";"22";"53";4505;4148;48,6919717643833;-2,92629642270286
"208";"Plouisy";"22223";"22";"53";1976;2391;48,5814526329129;-3,19241879160189
"209";"Ploulec'h";"22224";"22";"53";1671;988;48,7185727685818;-3,49927441906452
"210";"Ploumagoar";"22225";"22";"53";5294;3211;48,5310635340839;-3,11126338788391
"211";"Ploumilliau";"22226";"22";"53";2496;3476;48,6901159775756;-3,51109088236906
"212";"Plounérin";"22227";"22";"53";735;2638;48,5660293937779;-3,5482925298811
"213";"Plounévez-Moëdec";"22228";"22";"53";1443;4107;48,5522878172225;-3,44650435017864
"214";"Plounévez-Quintin";"22229";"22";"53";1089;4327;48,2875232231758;-3,23449634965922
"215";"Plourac'h";"22231";"22";"53";341;3259;48,4206012315058;-3,55483266887189
"216";"Plourhan";"22232";"22";"53";1984;1724;48,6316652179746;-2,87972414491919
"217";"Plourivo";"22233";"22";"53";2224;2836;48,7411451766925;-3,08375914787168
"218";"Plouvara";"22234";"22";"53";1133;2294;48,4970384433537;-2,93776498441001
"219";"Plouzélambre";"22235";"22";"53";227;778;48,6457428940699;-3,53749447844389
"220";"Pludual";"22236";"22";"53";749;961;48,665445032492;-2,99135797106542
"221";"Pluduno";"22237";"22";"53";2148;2884;48,5229440360241;-2,27793377004483
"222";"Plufur";"22238";"22";"53";554;1748;48,6154908382053;-3,57463153173321
"223";"Plumaudan";"22239";"22";"53";1213;1919;48,3569253938407;-2,11200259258487
"224";"Plumaugat";"22240";"22";"53";1170;4386;48,2486841245076;-2,22816571254341
"225";"Plumieux";"22241";"22";"53";1059;3982;48,1043195572076;-2,59455059957877
"226";"Plurien";"22242";"22";"53";1465;2178;48,6103882431915;-2,38919767137391
"227";"Plusquellec";"22243";"22";"53";563;2686;48,3942326487182;-3,47913431551056
"228";"Plussulien";"22244";"22";"53";507;2279;48,2833205753028;-3,0645064337026
