"Identifiant du Tweet","Permalien du Tweet","Texte du Tweet","heure","impressions","engagements","taux d’engagement","Retweets","réponses","J'aime","clics sur le profil de l'utilisateur","clics sur l'URL","clics sur le hashtag","ouvertures des détails","clics sur le permalien","ouvertures d'application","installations de l'application","abonnements ","envoyer le Tweet par email","composer le numéro","vues du média","engagements avec le média","impressions sponsorisé","engagements sponsorisé","taux d’engagement sponsorisé","Retweets sponsorisé","réponses sponsorisé","J'aime sponsorisé","clics sur le profil de l'utilisateur sponsorisé","clics sur l'URL sponsorisé","clics sur le hashtag sponsorisé","ouvertures des détails sponsorisé","clics sur le permalien sponsorisé","ouvertures d'application sponsorisé","installations de l'application sponsorisé","abonnements  sponsorisé","envoyer le Tweet par email sponsorisé","composer le numéro sponsorisé","vues du média sponsorisé","engagements avec le média sponsorisé"
"947511452566515712","https://twitter.com/DataBzh/status/947511452566515712","We Need Open Information to Power Innovation https://t.co/SBUCYKotCQ","2017-12-31 16:55 +0000","367.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947471186124050438","https://twitter.com/DataBzh/status/947471186124050438","#IA, #bigdata : et si on créait de vrais emplois d’avenir ?
https://t.co/2PF48lx6jq","2017-12-31 14:15 +0000","448.0","1.0","0.002232142857142857","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947427346897924097","https://twitter.com/DataBzh/status/947427346897924097","[Archive] #Datasnack #54 – Villes de Bretagne par département https://t.co/s2qZG7TgF1","2017-12-31 11:20 +0000","497.0","5.0","0.01006036217303823","1.0","0.0","0.0","0.0","2.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947422208724471809","https://twitter.com/DataBzh/status/947422208724471809","Que se cache-t-il derrière la #GDPR ? via @PwC_Experience https://t.co/8e5z565XII","2017-12-31 11:00 +0000","640.0","3.0","0.0046875","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947376884102389760","https://twitter.com/DataBzh/status/947376884102389760","Ce n'est pas la taille qui importe: est-ce-que les PME peuvent utiliser le #BigData ? https://t.co/60jGyuoFLo","2017-12-31 08:00 +0000","441.0","3.0","0.006802721088435374","0.0","0.0","0.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947146529017606144","https://twitter.com/DataBzh/status/947146529017606144","#BigData : Les tendances de l'année 2017, Par Thierry D'Hers, Vice President, Product Development, Tableau Software https://t.co/iTsyKHbCDV","2017-12-30 16:45 +0000","531.0","2.0","0.003766478342749529","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947106276881977349","https://twitter.com/DataBzh/status/947106276881977349","RT @MonsieurPedro: #Rennes #OpenData Open data : un kif breton (avec des bouts de @_ColinFay dedans) https://t.co/RtHSG10W1t","2017-12-30 14:05 +0000","680.0","5.0","0.007352941176470588","0.0","0.0","0.0","2.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947094099659841536","https://twitter.com/DataBzh/status/947094099659841536","[Archive] Etablissements cinématographiques en 2016 https://t.co/ViTP8jU8P8 #territoire","2017-12-30 13:16 +0000","460.0","4.0","0.008695652173913044","0.0","0.0","0.0","0.0","3.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947060969108369408","https://twitter.com/DataBzh/status/947060969108369408","#IA — L’intelligence artificielle, c’est maintenant ! https://t.co/GQYqyIsYV7","2017-12-30 11:05 +0000","513.0","1.0","0.001949317738791423","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947015661842296832","https://twitter.com/DataBzh/status/947015661842296832","Pourquoi l’administration fiscale est-elle engagée dans l’#opendata ? https://t.co/KfoAEb7Y4i","2017-12-30 08:05 +0000","718.0","10.0","0.013927576601671309","1.0","0.0","4.0","0.0","5.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946785400823209989","https://twitter.com/DataBzh/status/946785400823209989","L’#OpenData comme levier de l’innovation publique https://t.co/ooMegFJn6J via @digitalwallonia","2017-12-29 16:50 +0000","892.0","10.0","0.011210762331838564","2.0","0.0","5.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946760381674020866","https://twitter.com/DataBzh/status/946760381674020866","[Archive] La Bretagne administrative vue par Google Autocomplete https://t.co/a2lqaWQH29 #territoire","2017-12-29 15:10 +0000","526.0","6.0","0.011406844106463879","0.0","0.0","0.0","0.0","4.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946741372568121344","https://twitter.com/DataBzh/status/946741372568121344","RT @CoutantFabien: À retrouver dans le dernier numéro de l’ @l_AdCF, un exemple d’utilisation de l’#OpenData @enedis https://t.co/4BjKfsYP9x https://t.co/9En62KvhHf","2017-12-29 13:55 +0000","1058.0","36.0","0.034026465028355386","4.0","0.0","5.0","7.0","3.0","0.0","2.0","0.0","0","0","0","0","0","15","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946698593087492096","https://twitter.com/DataBzh/status/946698593087492096","RT @nschaetti: La Data, moteur du #MachineLearning |   AD-EXCHANGE.FR * #AI #IA #BigData #DataScience #artificialintelligence https://t.co/zCqprzIUnu","2017-12-29 11:05 +0000","538.0","4.0","0.007434944237918215","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"946653279722835968","https://twitter.com/DataBzh/status/946653279722835968","L’#opendata dans les transports va enfin franchir une nouvelle étape  https://t.co/MelvcNFICT via @Lagazettefr","2017-12-29 08:05 +0000","683.0","11.0","0.016105417276720352","0.0","0.0","1.0","1.0","8.0","1.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
